instance,mechanism,run,iter,elapsed,best_makespan,seed
VFR300_60_10_Gap,fixed,0,1,3.213519811630249,22430,123
VFR300_60_10_Gap,fixed,0,2,6.293291091918945,22406,123
VFR300_60_10_Gap,fixed,0,3,8.729695081710815,22406,123
VFR300_60_10_Gap,fixed,0,4,11.251036882400513,22406,123
VFR300_60_10_Gap,fixed,0,5,16.77987575531006,22406,123
VFR300_60_10_Gap,fixed,0,6,18.86555290222168,22406,123
VFR300_60_10_Gap,fixed,0,7,21.85219693183899,22383,123
VFR300_60_10_Gap,fixed,0,8,23.740153789520264,22383,123
VFR300_60_10_Gap,fixed,0,9,25.911046981811523,22383,123
VFR300_60_10_Gap,fixed,0,10,28.593333959579468,22383,123
VFR300_60_10_Gap,fixed,0,11,30.09968590736389,22383,123
VFR300_60_10_Gap,fixed,0,12,32.027992963790894,22383,123
VFR300_60_10_Gap,fixed,0,13,33.43414306640625,22383,123
VFR300_60_10_Gap,fixed,0,14,34.83284783363342,22383,123
VFR300_60_10_Gap,fixed,0,15,36.56138873100281,22381,123
VFR300_60_10_Gap,fixed,0,16,38.20108389854431,22381,123
VFR300_60_10_Gap,fixed,0,17,39.382094860076904,22381,123
VFR300_60_10_Gap,fixed,0,18,41.964951038360596,22381,123
VFR300_60_10_Gap,fixed,0,19,44.13359808921814,22381,123
VFR300_60_10_Gap,fixed,0,20,45.423282861709595,22381,123
VFR300_60_10_Gap,fixed,0,21,48.278846979141235,22381,123
VFR300_60_10_Gap,fixed,0,22,49.40089511871338,22381,123
VFR300_60_10_Gap,fixed,0,23,51.47953271865845,22381,123
VFR300_60_10_Gap,fixed,0,24,53.674436807632446,22381,123
VFR300_60_10_Gap,fixed,0,25,56.66276788711548,22347,123
VFR300_60_10_Gap,fixed,0,26,58.41211295127869,22347,123
VFR300_60_10_Gap,fixed,0,27,59.5259850025177,22347,123
VFR300_60_10_Gap,fixed,0,28,60.25461792945862,22347,123
VFR300_60_10_Gap,fixed,0,29,62.098296880722046,22347,123
VFR300_60_10_Gap,fixed,0,30,63.97077798843384,22347,123
VFR300_60_10_Gap,fixed,0,31,65.26334691047668,22347,123
VFR300_60_10_Gap,fixed,0,32,66.47253203392029,22347,123
VFR300_60_10_Gap,fixed,0,33,67.7470018863678,22347,123
VFR300_60_10_Gap,fixed,0,34,68.8482780456543,22347,123
VFR300_60_10_Gap,fixed,0,35,71.15068507194519,22347,123
VFR300_60_10_Gap,fixed,0,36,72.38444972038269,22347,123
VFR300_60_10_Gap,fixed,0,37,74.89231181144714,22347,123
VFR300_60_10_Gap,fixed,0,38,77.02210998535156,22347,123
VFR300_60_10_Gap,fixed,0,39,78.99621295928955,22347,123
VFR300_60_10_Gap,fixed,0,40,80.65898871421814,22347,123
VFR300_60_10_Gap,fixed,0,41,83.14082193374634,22347,123
VFR300_60_10_Gap,fixed,0,42,86.12112998962402,22347,123
VFR300_60_10_Gap,fixed,0,43,88.29523372650146,22347,123
VFR300_60_10_Gap,fixed,0,44,90.5219898223877,22347,123
VFR300_60_10_Gap,fixed,0,45,92.65856170654297,22347,123
VFR300_60_10_Gap,fixed,0,46,96.72875690460205,22347,123
VFR300_60_10_Gap,fixed,0,47,99.53105592727661,22347,123
VFR300_60_10_Gap,fixed,0,48,103.5935800075531,22347,123
VFR300_60_10_Gap,fixed,0,49,105.5054841041565,22347,123
VFR300_60_10_Gap,fixed,0,50,110.80646514892578,22347,123
VFR300_60_10_Gap,fixed,0,51,114.23466992378235,22347,123
VFR300_60_10_Gap,fixed,0,52,118.21308398246765,22347,123
VFR300_60_10_Gap,fixed,0,53,122.99475193023682,22347,123
VFR300_60_10_Gap,fixed,0,54,124.94932293891907,22347,123
VFR300_60_10_Gap,fixed,0,55,127.97735786437988,22347,123
VFR300_60_10_Gap,fixed,0,56,131.550714969635,22347,123
VFR300_60_10_Gap,fixed,0,57,134.24708104133606,22347,123
VFR300_60_10_Gap,fixed,0,58,137.93565702438354,22347,123
VFR300_60_10_Gap,fixed,0,59,139.5856168270111,22347,123
VFR300_60_10_Gap,fixed,0,60,141.78777694702148,22347,123
VFR300_60_10_Gap,fixed,0,61,144.80231094360352,22347,123
VFR300_60_10_Gap,fixed,0,62,146.51825284957886,22347,123
VFR300_60_10_Gap,fixed,0,63,148.27415776252747,22347,123
VFR300_60_10_Gap,fixed,0,64,151.32452487945557,22347,123
