instance,mechanism,run,iter,elapsed,best_makespan,seed
VFR300_40_10_Gap,fixed,0,1,0.4324958324432373,20511,123
VFR300_40_10_Gap,fixed,0,2,0.8057699203491211,20475,123
VFR300_40_10_Gap,fixed,0,3,1.1568489074707031,20475,123
VFR300_40_10_Gap,fixed,0,4,1.7071146965026855,20438,123
VFR300_40_10_Gap,fixed,0,5,2.619797706604004,20356,123
VFR300_40_10_Gap,fixed,0,6,3.522202968597412,20312,123
VFR300_40_10_Gap,fixed,0,7,3.995253801345825,20302,123
VFR300_40_10_Gap,fixed,0,8,4.7365498542785645,20302,123
VFR300_40_10_Gap,fixed,0,9,5.7108519077301025,20302,123
VFR300_40_10_Gap,fixed,0,10,6.228257894515991,20302,123
VFR300_40_10_Gap,fixed,0,11,6.8662660121917725,20302,123
VFR300_40_10_Gap,fixed,0,12,7.353386878967285,20302,123
VFR300_40_10_Gap,fixed,0,13,8.14727783203125,20302,123
VFR300_40_10_Gap,fixed,0,14,8.598565816879272,20302,123
VFR300_40_10_Gap,fixed,0,15,10.092522859573364,20302,123
VFR300_40_10_Gap,fixed,0,16,10.48137879371643,20302,123
VFR300_40_10_Gap,fixed,0,17,10.991945028305054,20302,123
VFR300_40_10_Gap,fixed,0,18,11.913591861724854,20302,123
VFR300_40_10_Gap,fixed,0,19,12.320503950119019,20302,123
VFR300_40_10_Gap,fixed,0,20,13.00144910812378,20302,123
VFR300_40_10_Gap,fixed,0,21,13.667277812957764,20302,123
VFR300_40_10_Gap,fixed,0,22,14.513980865478516,20302,123
VFR300_40_10_Gap,fixed,0,23,15.477854013442993,20302,123
VFR300_40_10_Gap,fixed,0,24,16.437140941619873,20302,123
VFR300_40_10_Gap,fixed,0,25,17.280842781066895,20302,123
VFR300_40_10_Gap,fixed,0,26,18.2567241191864,20302,123
VFR300_40_10_Gap,fixed,0,27,18.6561758518219,20302,123
VFR300_40_10_Gap,fixed,0,28,19.17857074737549,20302,123
VFR300_40_10_Gap,fixed,0,29,19.70038890838623,20302,123
VFR300_40_10_Gap,fixed,0,30,20.372001886367798,20302,123
VFR300_40_10_Gap,fixed,0,31,21.040132999420166,20302,123
VFR300_40_10_Gap,fixed,0,32,21.569795846939087,20302,123
VFR300_40_10_Gap,fixed,0,33,22.648558855056763,20302,123
VFR300_40_10_Gap,fixed,0,34,23.336623907089233,20302,123
VFR300_40_10_Gap,fixed,0,35,24.030966758728027,20302,123
VFR300_40_10_Gap,fixed,0,36,24.82266879081726,20302,123
VFR300_40_10_Gap,fixed,0,37,26.38254189491272,20286,123
VFR300_40_10_Gap,fixed,0,38,26.823254823684692,20286,123
VFR300_40_10_Gap,fixed,0,39,27.35202693939209,20286,123
VFR300_40_10_Gap,fixed,0,40,27.757452726364136,20286,123
VFR300_40_10_Gap,fixed,0,41,28.15251898765564,20286,123
VFR300_40_10_Gap,fixed,0,42,28.690119981765747,20286,123
VFR300_40_10_Gap,fixed,0,43,29.367552757263184,20270,123
VFR300_40_10_Gap,fixed,0,44,29.63808584213257,20270,123
VFR300_40_10_Gap,fixed,0,45,30.043390035629272,20270,123
VFR300_40_10_Gap,fixed,0,46,30.304608821868896,20270,123
VFR300_40_10_Gap,fixed,0,47,30.703891038894653,20270,123
VFR300_40_10_Gap,fixed,0,48,31.111215829849243,20270,123
VFR300_40_10_Gap,fixed,0,49,31.394334077835083,20270,123
VFR300_40_10_Gap,fixed,0,50,31.673682928085327,20270,123
VFR300_40_10_Gap,fixed,0,51,32.0959210395813,20270,123
VFR300_40_10_Gap,fixed,0,52,32.91499400138855,20260,123
VFR300_40_10_Gap,fixed,0,53,33.544469118118286,20260,123
VFR300_40_10_Gap,fixed,0,54,33.81303095817566,20260,123
VFR300_40_10_Gap,fixed,0,55,34.991283893585205,20260,123
VFR300_40_10_Gap,fixed,0,56,35.31672978401184,20260,123
VFR300_40_10_Gap,fixed,0,57,36.06773376464844,20260,123
VFR300_40_10_Gap,fixed,0,58,36.926356077194214,20260,123
VFR300_40_10_Gap,fixed,0,59,37.83145570755005,20260,123
VFR300_40_10_Gap,fixed,0,60,38.6267831325531,20260,123
VFR300_40_10_Gap,fixed,0,61,39.13022708892822,20260,123
VFR300_40_10_Gap,fixed,0,62,39.995795011520386,20260,123
VFR300_40_10_Gap,fixed,0,63,40.6919949054718,20260,123
VFR300_40_10_Gap,fixed,0,64,41.11067295074463,20260,123
VFR300_40_10_Gap,fixed,0,65,41.5367648601532,20260,123
VFR300_40_10_Gap,fixed,0,66,42.217124938964844,20260,123
VFR300_40_10_Gap,fixed,0,67,43.05572581291199,20260,123
VFR300_40_10_Gap,fixed,0,68,43.85087585449219,20260,123
