instance,mechanism,run,iter,elapsed,best_makespan,seed
VFR400_40_10_Gap,fixed,0,1,0.4041280746459961,26157,123
VFR400_40_10_Gap,fixed,0,2,1.5977118015289307,26157,123
VFR400_40_10_Gap,fixed,0,3,2.804165840148926,26149,123
VFR400_40_10_Gap,fixed,0,4,3.745122194290161,26135,123
VFR400_40_10_Gap,fixed,0,5,4.122442960739136,26135,123
VFR400_40_10_Gap,fixed,0,6,5.4599058628082275,26135,123
VFR400_40_10_Gap,fixed,0,7,6.560475826263428,26135,123
VFR400_40_10_Gap,fixed,0,8,7.084923982620239,26135,123
VFR400_40_10_Gap,fixed,0,9,7.338490962982178,26135,123
VFR400_40_10_Gap,fixed,0,10,8.263394832611084,26119,123
VFR400_40_10_Gap,fixed,0,11,9.031672954559326,26119,123
VFR400_40_10_Gap,fixed,0,12,9.424919843673706,26119,123
VFR400_40_10_Gap,fixed,0,13,9.681138038635254,26119,123
VFR400_40_10_Gap,fixed,0,14,10.0608069896698,26119,123
VFR400_40_10_Gap,fixed,0,15,10.703309774398804,26119,123
VFR400_40_10_Gap,fixed,0,16,11.618123054504395,26119,123
VFR400_40_10_Gap,fixed,0,17,12.346232891082764,26119,123
VFR400_40_10_Gap,fixed,0,18,12.683218002319336,26119,123
VFR400_40_10_Gap,fixed,0,19,13.361230850219727,26119,123
VFR400_40_10_Gap,fixed,0,20,13.700715065002441,26119,123
VFR400_40_10_Gap,fixed,0,21,14.555068969726562,26119,123
VFR400_40_10_Gap,fixed,0,22,15.404329061508179,26119,123
VFR400_40_10_Gap,fixed,0,23,16.191032886505127,26119,123
VFR400_40_10_Gap,fixed,0,24,17.50205707550049,26119,123
VFR400_40_10_Gap,fixed,0,25,18.93481993675232,26119,123
VFR400_40_10_Gap,fixed,0,26,19.368940830230713,26119,123
VFR400_40_10_Gap,fixed,0,27,20.336784839630127,26119,123
VFR400_40_10_Gap,fixed,0,28,21.18096899986267,26119,123
VFR400_40_10_Gap,fixed,0,29,22.197418928146362,26119,123
VFR400_40_10_Gap,fixed,0,30,22.691581964492798,26119,123
VFR400_40_10_Gap,fixed,0,31,23.04087781906128,26119,123
VFR400_40_10_Gap,fixed,0,32,24.791543006896973,26119,123
VFR400_40_10_Gap,fixed,0,33,26.008543968200684,26119,123
VFR400_40_10_Gap,fixed,0,34,26.45577096939087,26119,123
VFR400_40_10_Gap,fixed,0,35,27.77404284477234,26119,123
VFR400_40_10_Gap,fixed,0,36,29.29663586616516,26119,123
VFR400_40_10_Gap,fixed,0,37,29.924915075302124,26119,123
VFR400_40_10_Gap,fixed,0,38,30.45173192024231,26119,123
VFR400_40_10_Gap,fixed,0,39,31.441495180130005,26119,123
VFR400_40_10_Gap,fixed,0,40,33.09053587913513,26119,123
VFR400_40_10_Gap,fixed,0,41,34.45669102668762,26077,123
VFR400_40_10_Gap,fixed,0,42,34.95987010002136,26077,123
VFR400_40_10_Gap,fixed,0,43,35.61104702949524,26077,123
VFR400_40_10_Gap,fixed,0,44,35.99571681022644,26077,123
VFR400_40_10_Gap,fixed,0,45,36.38717699050903,26077,123
VFR400_40_10_Gap,fixed,0,46,36.897335052490234,26077,123
VFR400_40_10_Gap,fixed,0,47,37.16111707687378,26077,123
VFR400_40_10_Gap,fixed,0,48,37.68120503425598,26077,123
VFR400_40_10_Gap,fixed,0,49,38.06744980812073,26077,123
VFR400_40_10_Gap,fixed,0,50,38.597452878952026,26077,123
VFR400_40_10_Gap,fixed,0,51,39.13738298416138,26077,123
VFR400_40_10_Gap,fixed,0,52,40.178850173950195,26077,123
VFR400_40_10_Gap,fixed,0,53,41.595744132995605,26048,123
VFR400_40_10_Gap,fixed,0,54,42.43404793739319,26048,123
VFR400_40_10_Gap,fixed,0,55,42.95781993865967,26048,123
VFR400_40_10_Gap,fixed,0,56,43.491355895996094,26048,123
