instance,mechanism,run,iter,elapsed,best_makespan,seed
VFR100_60_10_Gap,fixed,0,1,11.502753019332886,10130,42
VFR100_60_10_Gap,fixed,0,2,13.03618836402893,10130,42
VFR100_60_10_Gap,fixed,0,3,14.590221166610718,10130,42
VFR100_60_10_Gap,fixed,0,4,16.148662090301514,10130,42
VFR100_60_10_Gap,fixed,0,5,17.682505130767822,10130,42
VFR100_60_10_Gap,fixed,0,6,19.423436164855957,10130,42
VFR100_60_10_Gap,fixed,0,7,21.010635137557983,10130,42
VFR100_60_10_Gap,fixed,0,8,23.076869249343872,10130,42
VFR100_60_10_Gap,fixed,0,9,25.525821924209595,10130,42
VFR100_60_10_Gap,fixed,0,10,27.64681911468506,10130,42
