instance,mechanism,run,iter,elapsed,best_makespan,seed
VFR200_40_10_Gap,fixed,0,1,5.58174204826355,14639,42
VFR200_40_10_Gap,fixed,0,2,6.565950155258179,14639,42
VFR200_40_10_Gap,fixed,0,3,7.510708808898926,14639,42
VFR200_40_10_Gap,fixed,0,4,8.451112985610962,14639,42
VFR200_40_10_Gap,fixed,0,5,9.383819818496704,14639,42
VFR200_40_10_Gap,fixed,0,6,10.332664012908936,14639,42
VFR200_40_10_Gap,fixed,0,7,11.289645910263062,14639,42
VFR200_40_10_Gap,fixed,0,8,12.197492122650146,14639,42
VFR200_40_10_Gap,fixed,0,9,13.089395999908447,14639,42
VFR200_40_10_Gap,fixed,0,10,13.970663070678711,14639,42
