instance,mechanism,run,iter,elapsed,best_makespan,seed
VFR400_20_10_Gap,fixed,0,1,3.76271915435791,23589,42
VFR400_20_10_Gap,fixed,0,2,4.287101984024048,23589,42
VFR400_20_10_Gap,fixed,0,3,4.790044069290161,23589,42
VFR400_20_10_Gap,fixed,0,4,5.2912280559539795,23589,42
VFR400_20_10_Gap,fixed,0,5,5.757072925567627,23589,42
VFR400_20_10_Gap,fixed,0,6,6.237215995788574,23589,42
VFR400_20_10_Gap,fixed,0,7,6.7463459968566895,23589,42
VFR400_20_10_Gap,fixed,0,8,7.2493510246276855,23589,42
VFR400_20_10_Gap,fixed,0,9,7.743500232696533,23589,42
VFR400_20_10_Gap,fixed,0,10,8.241055011749268,23589,42
VFR400_20_10_Gap,fixed,0,11,8.711567878723145,23589,42
VFR400_20_10_Gap,fixed,0,12,9.149814128875732,23589,42
VFR400_20_10_Gap,fixed,0,13,9.58959698677063,23589,42
VFR400_20_10_Gap,fixed,0,14,10.010330200195312,23589,42
VFR400_20_10_Gap,fixed,0,15,10.441590070724487,23589,42
VFR400_20_10_Gap,fixed,0,16,10.86646318435669,23589,42
VFR400_20_10_Gap,fixed,0,17,11.281237125396729,23589,42
VFR400_20_10_Gap,fixed,0,18,11.710994958877563,23589,42
VFR400_20_10_Gap,fixed,0,19,12.121042013168335,23589,42
VFR400_20_10_Gap,fixed,0,20,12.557689189910889,23589,42
