instance,mechanism,run,iter,elapsed,best_makespan,seed
VFR200_20_10_Gap,fixed,0,1,0.7737288475036621,12851,42
VFR200_20_10_Gap,fixed,0,2,1.2669367790222168,12851,42
VFR200_20_10_Gap,fixed,0,3,1.738703966140747,12851,42
VFR200_20_10_Gap,fixed,0,4,1.9677579402923584,12851,42
VFR200_20_10_Gap,fixed,0,5,2.2102410793304443,12851,42
VFR200_20_10_Gap,fixed,0,6,2.4282069206237793,12851,42
VFR200_20_10_Gap,fixed,0,7,2.6335318088531494,12851,42
VFR200_20_10_Gap,fixed,0,8,2.839350700378418,12851,42
VFR200_20_10_Gap,fixed,0,9,3.1121509075164795,12851,42
VFR200_20_10_Gap,fixed,0,10,3.4640278816223145,12851,42
VFR200_20_10_Gap,fixed,0,11,3.669706106185913,12851,42
VFR200_20_10_Gap,fixed,0,12,3.8561108112335205,12851,42
VFR200_20_10_Gap,fixed,0,13,4.043575763702393,12851,42
VFR200_20_10_Gap,fixed,0,14,4.258102893829346,12851,42
VFR200_20_10_Gap,fixed,0,15,4.48688006401062,12851,42
VFR200_20_10_Gap,fixed,0,16,4.698216915130615,12851,42
VFR200_20_10_Gap,fixed,0,17,4.907845973968506,12851,42
VFR200_20_10_Gap,fixed,0,18,5.09529185295105,12851,42
VFR200_20_10_Gap,fixed,0,19,5.279799699783325,12851,42
