instance,mechanism,run,iter,elapsed,best_makespan,seed
VFR200_40_10_Gap,fixed,0,1,5.843667984008789,14592,42
VFR200_40_10_Gap,fixed,0,2,6.653546094894409,14592,42
VFR200_40_10_Gap,fixed,0,3,7.461961984634399,14592,42
VFR200_40_10_Gap,fixed,0,4,8.244130849838257,14592,42
VFR200_40_10_Gap,fixed,0,5,8.998543977737427,14592,42
VFR200_40_10_Gap,fixed,0,6,9.808083057403564,14592,42
VFR200_40_10_Gap,fixed,0,7,10.557800054550171,14592,42
VFR200_40_10_Gap,fixed,0,8,11.300770998001099,14592,42
VFR200_40_10_Gap,fixed,0,9,12.022765159606934,14592,42
VFR200_40_10_Gap,fixed,0,10,12.741474151611328,14592,42
VFR200_40_10_Gap,fixed,0,11,13.45520281791687,14592,42
VFR200_40_10_Gap,fixed,0,12,14.198495149612427,14592,42
VFR200_40_10_Gap,fixed,0,13,14.922707080841064,14592,42
VFR200_40_10_Gap,fixed,0,14,15.649002075195312,14592,42
VFR200_40_10_Gap,fixed,0,15,16.364808082580566,14592,42
VFR200_40_10_Gap,fixed,0,16,17.19573211669922,14592,42
VFR200_40_10_Gap,fixed,0,17,18.0590238571167,14592,42
VFR200_40_10_Gap,fixed,0,18,18.824824810028076,14592,42
VFR200_40_10_Gap,fixed,0,19,19.596789121627808,14592,42
VFR200_40_10_Gap,fixed,0,20,20.35510802268982,14592,42
