instance,mechanism,run,iter,elapsed,best_makespan,seed
VFR400_20_10_Gap,fixed,0,1,0.9834401607513428,23578,42
VFR400_20_10_Gap,fixed,0,2,1.0543811321258545,23573,42
VFR400_20_10_Gap,fixed,0,3,1.101830244064331,23573,42
VFR400_20_10_Gap,fixed,0,4,1.1705021858215332,23573,42
VFR400_20_10_Gap,fixed,0,5,1.2212300300598145,23573,42
VFR400_20_10_Gap,fixed,0,6,1.3065412044525146,23573,42
VFR400_20_10_Gap,fixed,0,7,1.3843591213226318,23573,42
VFR400_20_10_Gap,fixed,0,8,1.4741930961608887,23536,42
VFR400_20_10_Gap,fixed,0,9,1.579620122909546,23536,42
VFR400_20_10_Gap,fixed,0,10,1.7322402000427246,23536,42
VFR400_20_10_Gap,fixed,0,11,1.7911360263824463,23536,42
VFR400_20_10_Gap,fixed,0,12,1.8435921669006348,23536,42
VFR400_20_10_Gap,fixed,0,13,1.8637981414794922,23536,42
VFR400_20_10_Gap,fixed,0,14,1.9056360721588135,23536,42
VFR400_20_10_Gap,fixed,0,15,1.986154317855835,23536,42
VFR400_20_10_Gap,fixed,0,16,2.0734472274780273,23536,42
VFR400_20_10_Gap,fixed,0,17,2.1122140884399414,23536,42
VFR400_20_10_Gap,fixed,0,18,2.139749050140381,23536,42
VFR400_20_10_Gap,fixed,0,19,2.193751096725464,23536,42
VFR400_20_10_Gap,fixed,0,20,2.277437210083008,23536,42
VFR400_20_10_Gap,fixed,0,21,2.3467540740966797,23536,42
VFR400_20_10_Gap,fixed,0,22,2.414433002471924,23536,42
VFR400_20_10_Gap,fixed,0,23,2.467586040496826,23536,42
VFR400_20_10_Gap,fixed,0,24,2.560962200164795,23536,42
VFR400_20_10_Gap,fixed,0,25,2.6097609996795654,23536,42
VFR400_20_10_Gap,fixed,0,26,2.636672019958496,23536,42
VFR400_20_10_Gap,fixed,0,27,2.7198352813720703,23536,42
VFR400_20_10_Gap,fixed,0,28,2.852267026901245,23536,42
VFR400_20_10_Gap,fixed,0,29,2.955320119857788,23536,42
VFR400_20_10_Gap,fixed,0,30,3.061038017272949,23536,42
VFR400_20_10_Gap,fixed,0,31,3.131441116333008,23536,42
VFR400_20_10_Gap,fixed,0,32,3.2332100868225098,23524,42
VFR400_20_10_Gap,fixed,0,33,3.3357582092285156,23524,42
VFR400_20_10_Gap,fixed,0,34,3.408985137939453,23524,42
VFR400_20_10_Gap,fixed,0,35,3.4687070846557617,23524,42
VFR400_20_10_Gap,fixed,0,36,3.5282411575317383,23524,42
VFR400_20_10_Gap,fixed,0,37,3.6027672290802,23524,42
VFR400_20_10_Gap,fixed,0,38,3.6289052963256836,23524,42
VFR400_20_10_Gap,fixed,0,39,3.658538341522217,23524,42
VFR400_20_10_Gap,fixed,0,40,3.7192330360412598,23524,42
VFR400_20_10_Gap,fixed,0,41,3.7597312927246094,23524,42
VFR400_20_10_Gap,fixed,0,42,3.871206283569336,23524,42
VFR400_20_10_Gap,fixed,0,43,3.92466402053833,23524,42
VFR400_20_10_Gap,fixed,0,44,3.980010986328125,23524,42
VFR400_20_10_Gap,fixed,0,45,4.06138801574707,23524,42
VFR400_20_10_Gap,fixed,0,46,4.103973150253296,23524,42
VFR400_20_10_Gap,fixed,0,47,4.154800176620483,23524,42
VFR400_20_10_Gap,fixed,0,48,4.203771114349365,23524,42
